current,SoC,c1
4.850233554840088,99.95057390925086,195.5944185833377
2.660430431365967,92.39344289597504,1.3223533154763851
2.660465240478516,81.33499995186838,3.3001992286915893
2.660435199737549,71.35668487452081,1474.948712676024
2.66042423248291,61.46862011153019,466.5044841820673
2.660403251647949,50.70332290360752,612.726894607659
2.660440921783448,42.65453546214967,426.5756924870277
2.6604323387146,33.243656454918714,1376.427122468381
2.66036319732666,22.330752690008712,735.431437753804
2.660385608673096,12.404097541524198,1308.7601505323364
