current,SoC,r1
4.850233554840088,99.95057390925086,0.0181468132591726
2.660430431365967,92.39344289597504,0.0286670035859075
2.660465240478516,81.33499995186838,0.0101871182225367
2.660435199737549,71.35668487452081,0.0173706405891916
2.66042423248291,61.46862011153019,0.0043723062635713
2.660403251647949,50.70332290360752,0.0101977488331737
2.660440921783448,42.65453546214967,0.0094831574264285
2.6604323387146,33.243656454918714,0.0136814434102469
2.66036319732666,22.330752690008712,0.0040788468379371
2.660385608673096,12.404097541524198,0.0154604627236837
